pair_id,system_id,assay_id,construct_i,construct_j,y_i,y_j,delta,rank_direction,uncertainty,tie,study,endpoint,rank_direction_source,architecture_i,architecture_j,same_system,comparable_assay,training_status
PAIR00022,SYS0002,V2_in_vitro_trehalose_production,P1_TGT035_MFL20,P1_TGT035_RL25,0.22650852980867975,0.04264433740849372,0.18386419240018603,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT035,trehalose_titer_ratio,I_GT_J,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00023,SYS0002,V2_in_vitro_trehalose_production,P1_TGT035_MRL20,P1_TGT035_MRL25,0.014355292977070054,0.02856915219677092,-0.014213859219700866,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT035,trehalose_titer_ratio,J_GT_I,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00024,SYS0002,V2_in_vitro_trehalose_production,P1_TGT035_MRL20,P1_TGT035_RL15,0.014355292977070054,0.056583528366367514,-0.04222823538929746,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT035,trehalose_titer_ratio,J_GT_I,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00025,SYS0002,V2_in_vitro_trehalose_production,P1_TGT035_MRL20,P1_TGT035_RL25,0.014355292977070054,0.04264433740849372,-0.028289044431423667,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT035,trehalose_titer_ratio,J_GT_I,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00026,SYS0002,V2_in_vitro_trehalose_production,P1_TGT035_MRL25,P1_TGT035_RL15,0.02856915219677092,0.056583528366367514,-0.028014376169596594,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT035,trehalose_titer_ratio,J_GT_I,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00027,SYS0002,V2_in_vitro_trehalose_production,P1_TGT035_MRL25,P1_TGT035_RL25,0.02856915219677092,0.04264433740849372,-0.014075185211722803,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT035,trehalose_titer_ratio,J_GT_I,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00028,SYS0002,V2_in_vitro_trehalose_production,P1_TGT035_RL15,P1_TGT035_RL25,0.056583528366367514,0.04264433740849372,0.013939190957873791,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_TGT035,trehalose_titer_ratio,I_GT_J,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,intermolecular recruitment|Ct/Cc cohesin-dockerin|Ct/Cc cohesin-dockerin|COHESIN_DOCKERIN,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00029,SYS_ADH_ATA117,DPS_TABLE3_Kcat,DPS_2DNECR,DPS_3DNECR,0.0,0.41928276771348194,-0.41928276771348194,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DPS2026,Kcat,J_GT_I,N/N|SpyTag|SpyCatcher|SPYTAG_SPYCATCHER,N/N|SpyTag|SpyCatcher|SPYTAG_SPYCATCHER,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00030,SYS_ADH_ATA117,DPS_TABLE3_Kcat_Km,DPS_2DNECR,DPS_3DNECR,0.0,0.3510609099320493,-0.3510609099320493,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DPS2026,Kcat/Km,J_GT_I,N/N|SpyTag|SpyCatcher|SPYTAG_SPYCATCHER,N/N|SpyTag|SpyCatcher|SPYTAG_SPYCATCHER,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00031,SYS_ADH_ATA117,DPS_TABLE3_Km,DPS_2DNECR,DPS_3DNECR,0.0,0.06833419995469668,-0.06833419995469668,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DPS2026,Km,J_GT_I,N/N|SpyTag|SpyCatcher|SPYTAG_SPYCATCHER,N/N|SpyTag|SpyCatcher|SPYTAG_SPYCATCHER,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00032,SYS_ADH_ATA117,DPS_TABLE3_Vmax,DPS_2DNECR,DPS_3DNECR,0.0,0.20567502639151403,-0.20567502639151403,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DPS2026,Vmax,J_GT_I,N/N|SpyTag|SpyCatcher|SPYTAG_SPYCATCHER,N/N|SpyTag|SpyCatcher|SPYTAG_SPYCATCHER,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00033,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_01,CON_DUEBER_02,0.485426827,1.96347412,-1.4780472930000002,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00034,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_01,CON_DUEBER_03,0.485426827,4.63226822,-4.146841393,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00035,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_01,CON_DUEBER_04,0.485426827,3.54843662,-3.063009793,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00036,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_01,CON_DUEBER_05,0.485426827,6.26678654,-5.781359713,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00037,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_01,CON_DUEBER_06,0.485426827,2.94485845,-2.459431623,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00038,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_01,CON_DUEBER_07,0.485426827,4.169925,-3.684498173,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00039,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_01,CON_DUEBER_08,0.485426827,1.96347412,-1.4780472930000002,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00040,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_01,CON_DUEBER_09,0.485426827,0.378511623,0.10691520399999999,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00041,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_02,CON_DUEBER_03,1.96347412,4.63226822,-2.6687941000000004,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00042,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_02,CON_DUEBER_04,1.96347412,3.54843662,-1.5849624999999998,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00043,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_02,CON_DUEBER_05,1.96347412,6.26678654,-4.30331242,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00044,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_02,CON_DUEBER_06,1.96347412,2.94485845,-0.9813843299999998,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00045,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_02,CON_DUEBER_07,1.96347412,4.169925,-2.2064508800000002,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00047,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_02,CON_DUEBER_09,1.96347412,0.378511623,1.584962497,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00048,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_03,CON_DUEBER_04,4.63226822,3.54843662,1.0838316000000003,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00049,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_03,CON_DUEBER_05,4.63226822,6.26678654,-1.6345183199999997,J_GT_I,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,J_GT_I,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
PAIR00050,SYS_DUEBER_MEVALONATE,V2_source_assay_unspecified,CON_DUEBER_03,CON_DUEBER_06,4.63226822,2.94485845,1.6874097700000004,I_GT_J,UNCERTAINTY_NOT_REPORTED,false,STUDY_DUEBER_2009,titer,I_GT_J,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,C/C/C|GBD_SH3_PDZ_modular_scaffold|GBD_SH3_PDZ_modular_scaffold|SH3_PDZ_GBD,True,True,ARCHITECTURE_PRIOR_ELIGIBLE_NON_TIE
